EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
EER92151	GO:0008610	GO:0009737	GO:0007165	GO:0005576	GO:0065008	GO:1901135	GO:0044255	GO:0048589	GO:0003674	GO:0048523	GO:0005634																																									
OQU92411	GO:0009507	GO:0006810	GO:0016021	GO:0005215																																																
EER92152	GO:0005634	GO:0009630	GO:0003674	GO:0040008	GO:0009958																																															
KXG39171	GO:0022627	GO:0022626	GO:0005739	GO:0009507	GO:0000325	GO:0003735	GO:0006412																																													
OQU92416	GO:0006414	GO:0005829	GO:0005737	GO:0009808	GO:0005853	GO:2001006	GO:0005886	GO:0005634	GO:0005085	GO:0071668																																										
EER94705	GO:0016036	GO:0080040	GO:0005737																																																	
OQU92417	GO:0080092	GO:0009860	GO:0005634	GO:0010183	GO:0004791	GO:0005829																																														
EER94707	GO:0080092	GO:0009860	GO:0005634	GO:0010183	GO:0004791	GO:0005829																																														
OQU92418	GO:0017018	GO:0009507	GO:0005886																																																	
EER94711	GO:0005739	GO:0005634	GO:0005743	GO:0006744	GO:0008289																																															
KXG39176	GO:0047012	GO:0016616	GO:0032409	GO:0060918	GO:0005783	GO:0003854	GO:0099402	GO:0102191	GO:0016020																																											
OQU92429	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
KXG39179	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
OQU92433	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
EER94715	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
OQU92435	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
OQU92437	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
EER92157	GO:0005515	GO:0009555	GO:0042742	GO:0005634	GO:2000022	GO:0009867	GO:1900067	GO:0042802	GO:0009753	GO:0031347	GO:0009908	GO:0009611																																								
OQU92438	GO:0071456	GO:0005829	GO:0019900	GO:1902074	GO:0005634	GO:0005739																																														
EER92158	GO:0005634	GO:0006979	GO:0003674																																																	
KXG39186	GO:0009793	GO:0006633	GO:0006636	GO:0005829	GO:0009507	GO:0009570	GO:0004315	GO:0009631	GO:0009536																																											
OQU92440	GO:0002181	GO:0006970	GO:0022626	GO:0009651	GO:0006412	GO:0000028	GO:0003735	GO:0042256	GO:0009506	GO:0005634	GO:0003729	GO:0009507	GO:0005737	GO:0015935	GO:0022627																																					
OQU92441	GO:0001666	GO:0071456	GO:0016757	GO:0005985	GO:0016157	GO:0005773																																														
EER92161	GO:0046854	GO:0010008	GO:0005739	GO:0000285	GO:0005737	GO:0009555	GO:0090332	GO:0010256	GO:0007033	GO:0035091	GO:0007165	GO:0005768																																								
KXG39191	GO:0006511	GO:0005634																																																		
EER94725	GO:0030154	GO:0046910	GO:0042545	GO:0005575	GO:0045490	GO:0048638	GO:0030599																																													
EER94726	GO:0016567	GO:0005634																																																		
OQU92445	GO:0009611	GO:0009642	GO:0005634	GO:1901698	GO:0005515	GO:0009416																																														
OQU92446	GO:0009908	GO:0048523	GO:0048827	GO:0005634	GO:0010150	GO:0009890	GO:0010015	GO:0007049	GO:0031324	GO:0009888																																										
OQU92447	GO:0006970	GO:0044248	GO:0071489	GO:0009414	GO:0033993	GO:0009266	GO:0010035	GO:0005739	GO:0009642	GO:0006082	GO:0009416	GO:1901575																																								
KXG39196	GO:0009755	GO:0022857	GO:0071215	GO:0043436	GO:0009414	GO:0005739	GO:0055085	GO:0009507	GO:0016020	GO:0005215																																										
EER92163	GO:0006468	GO:0033692	GO:0005515	GO:0044036	GO:0009755	GO:0009966	GO:0009408	GO:0021700	GO:0005886	GO:0010054	GO:0009664	GO:0042546	GO:0004714	GO:0009826	GO:0005634																																					
EER94733	GO:0046658	GO:0051301	GO:0009536	GO:0042973	GO:0031225	GO:0005975	GO:0005576																																													
EER94734	GO:0000398	GO:0071013	GO:0080008	GO:0003729	GO:0005576	GO:0005634																																														
EER94736	GO:0015368	GO:0015369	GO:0006874	GO:0015491	GO:0070588	GO:0009705																																														
EER94737	GO:0005575	GO:0003674	GO:0008150																																																	
OQU92453	GO:0006506	GO:0016787	GO:0005802	GO:0005768	GO:0005783	GO:0000137	GO:0005794																																													
KXG39198	GO:0030744	GO:0047763	GO:0019438	GO:0046983	GO:0030187	GO:0008171	GO:0009809	GO:0033799	GO:0008757	GO:0005829	GO:0102822	GO:0051555	GO:0032259	GO:0009536	GO:0005737	GO:0009506	GO:0017096	GO:0030755	GO:0005634																																	
KXG39199	GO:0036261	GO:0071164	GO:0009452	GO:0005634	GO:0008168	GO:0009409																																														
OQU92457	GO:0009793	GO:0005739	GO:0008270																																																	
OQU92460	GO:0019748	GO:0009416	GO:0009733	GO:0040008	GO:0048589	GO:0005634	GO:0010817	GO:0003674																																												
KXG39205	GO:0005634	GO:0003674	GO:0009908																																																	
OQU92464	GO:0070727	GO:0009888	GO:2000026	GO:0003729	GO:0040007	GO:0005737	GO:0008104	GO:0009507	GO:0048522	GO:0051301																																										
EER92167	GO:0005829	GO:0009904	GO:0005777	GO:0009903	GO:0005515																																															
KXG39208	GO:0017018	GO:0005634																																																		
EER92168	GO:0016117	GO:0010024	GO:0009585	GO:0009507	GO:0009813	GO:0006788	GO:0010075	GO:0071494	GO:0010019	GO:0004392	GO:0005515	GO:0020037	GO:0010119																																							
OQU92466	GO:0006412	GO:0022625	GO:0005576	GO:0003729	GO:0005737	GO:0003723																																														
EER92170	GO:0050793	GO:0000138	GO:0005794	GO:0010604	GO:0051173	GO:0031325	GO:0003674																																													
KXG39211	GO:0009860	GO:0009793	GO:0006635	GO:0016125	GO:0009846	GO:0003985	GO:0009507	GO:0005777	GO:0009536	GO:0005886																																										
EER94748	GO:0016020	GO:0071456	GO:0009626	GO:0031408	GO:0009507	GO:0005515	GO:0051607	GO:0042802	GO:0047372	GO:0005777	GO:0008219	GO:0046686	GO:0005737	GO:0016298	GO:0004620	GO:0006629																																				
EER92172	GO:0005576	GO:0004185	GO:0048589	GO:0019748																																																
OQU92467	GO:0005576	GO:0004185	GO:0048589	GO:0019748																																																
OQU92470	GO:0005576	GO:0004185	GO:0048589	GO:0019748																																																
KXG39745	GO:0009705	GO:0055085	GO:0070417	GO:0009507	GO:0022857	GO:0015144																																														
KXG39218	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
OQU92472	GO:0055085	GO:0009705	GO:0019748	GO:0048367	GO:0044248	GO:0022857	GO:0015144	GO:1901565	GO:0009416	GO:0019752	GO:0005886																																									
EER92178	GO:0034613	GO:0005515	GO:0005576	GO:0009056	GO:0001228																																															
EER94751	GO:0005525	GO:0005794	GO:0043001	GO:0006886	GO:0003924	GO:0033365																																														
OQU92473	GO:0044772	GO:0010440	GO:0000079	GO:0009744	GO:0005737	GO:0005515	GO:0005634	GO:0000307	GO:0016538																																											
KXG39221	GO:0046470	GO:0009789	GO:0009845	GO:0005096	GO:0005515	GO:0005546	GO:0006631	GO:0030136	GO:0009737	GO:0005634	GO:0009738	GO:0010358	GO:0005829	GO:0005739	GO:0009395	GO:0010119	GO:0004630	GO:0016020	GO:0005886	GO:0009507	GO:0004620	GO:0005509	GO:0009506	GO:0070290																												
EER94752	GO:0000137	GO:0020037	GO:0005794	GO:0005506	GO:0009416	GO:0016705	GO:0005739																																													
KXG39223	GO:0098542	GO:0042742	GO:0009737	GO:0071456	GO:0009507	GO:0016567	GO:0043562	GO:0004842	GO:0016020																																											
OQU92475	GO:0047012	GO:0010605	GO:0016616	GO:0016020																																																
OQU92479	GO:0006357	GO:0050832	GO:0000977	GO:0006355	GO:0005634	GO:0003700	GO:0090575	GO:0005515	GO:0000981	GO:0046983																																										
OQU92482	GO:0051997	GO:0006144	GO:0005515	GO:0042802	GO:0009742	GO:0031234	GO:0005576	GO:0033971	GO:0001560	GO:0019628	GO:0005777	GO:0019428	GO:0005829																																							
OQU92483	GO:0005886	GO:0005634	GO:0006996	GO:0000786	GO:0003677	GO:0033993	GO:0046982																																													
KXG39228	GO:0005739	GO:0009535	GO:0009579	GO:0045277	GO:1901565	GO:0044248	GO:0005634	GO:0010035	GO:0005507																																											
EER92182	GO:0035556	GO:0006970	GO:0006468	GO:0005737	GO:0005634	GO:0004674																																														
OQU92485	GO:1901701	GO:0009414	GO:0019752	GO:0016757	GO:0009753	GO:0098542	GO:0009737	GO:0009755	GO:0031347	GO:0071417	GO:0005634	GO:0009611	GO:0014070	GO:0005737																																						
EER94760	GO:0009073	GO:0009507	GO:0009423	GO:0009536	GO:0003849																																															
OQU92487	GO:0004197	GO:0043068	GO:0005515																																																	
OQU92489	GO:0004197	GO:0043068	GO:0005515																																																	
KXG39232	GO:0004197	GO:0043068	GO:0005515																																																	
EER92185	GO:0004197	GO:0043068	GO:0005515																																																	
KXG39234	GO:2000241	GO:0048588	GO:0001558	GO:0060560	GO:0071554	GO:0003674	GO:0048765	GO:0051239	GO:0048638	GO:0005737																																										
EER94762	GO:0006357	GO:0005634	GO:0006355	GO:0000976	GO:0003700	GO:0045893	GO:0071275	GO:0003712	GO:0009409	GO:0009507	GO:0003690																																									
EER92186	GO:0005886	GO:0070592	GO:0009809	GO:0009507	GO:0022857	GO:0005739	GO:0009832																																													
EER92187	GO:0005886	GO:0070592	GO:0009809	GO:0009507	GO:0022857	GO:0005739	GO:0009832																																													
OQU92491	GO:0004674	GO:0005515	GO:0009755	GO:0005886	GO:0006468	GO:0016301																																														
OQU92492	GO:0016531	GO:0005886	GO:0009767	GO:0035434	GO:0055070	GO:0009941	GO:0005507	GO:0009507	GO:0043682	GO:0019829	GO:0009536	GO:0009570	GO:0016887	GO:0005515	GO:0015662	GO:0016020	GO:0005375																																			
KXG39239	GO:0003729	GO:0000398	GO:0008380	GO:0005737	GO:0016607	GO:0003723																																														
KXG39243	GO:0005515	GO:0005634	GO:0006355	GO:0032922	GO:0006354	GO:0009649	GO:0070063	GO:0003712																																												
EER94763	GO:0009834	GO:0003002	GO:0005634	GO:0034968	GO:1903046	GO:0009888	GO:0003674																																													
EER94764	GO:0022607	GO:0010817	GO:0009507																																																	
EER94765	GO:0010498	GO:0006511	GO:0005839	GO:0022626	GO:0005829	GO:0005634	GO:0019773	GO:0009507	GO:0010043	GO:0000502																																										
OQU92496	GO:0003723	GO:0000398	GO:0003729	GO:0005794	GO:0005634	GO:0004386	GO:0071013																																													
OQU92499	GO:0009742	GO:0044257	GO:0005576	GO:0005615	GO:0004185																																															
KXG39246	GO:0010015	GO:0009888	GO:0004185	GO:0048589	GO:0005576																																															
EER94770	GO:0009536	GO:0015680	GO:0035434	GO:0006878	GO:0009506	GO:0005886	GO:0005375	GO:0000325	GO:0015089	GO:0005794	GO:0005770																																									
EER94771	GO:0005992	GO:0009507	GO:0046686	GO:0005634	GO:0004805	GO:0005730																																														
KXG39248	GO:0005634	GO:0009738	GO:0071456	GO:0048580	GO:0006970	GO:0009409	GO:0009753	GO:0098542	GO:0009414	GO:0080008	GO:0009617	GO:0003674	GO:0010243	GO:0009416																																						
EER92192	GO:0003674	GO:0009416	GO:0009507																																																	
KXG39250	GO:0009506	GO:0030308	GO:0009723	GO:0005886	GO:0010483	GO:0010118	GO:0050832	GO:0009788	GO:0046777	GO:0005576	GO:0005515	GO:0004674	GO:0009791	GO:0016301	GO:0006468	GO:0009741	GO:0004672	GO:0048364	GO:0032922	GO:0004714	GO:0043680																															
OQU92508	GO:0009506	GO:0030308	GO:0009723	GO:0005886	GO:0010483	GO:0010118	GO:0050832	GO:0009788	GO:0046777	GO:0005576	GO:0005515	GO:0004674	GO:0009791	GO:0016301	GO:0006468	GO:0009741	GO:0004672	GO:0048364	GO:0032922	GO:0004714	GO:0043680																															
KXG39254	GO:0009506	GO:0030308	GO:0009723	GO:0005886	GO:0010483	GO:0010118	GO:0050832	GO:0009788	GO:0046777	GO:0005576	GO:0005515	GO:0004674	GO:0009791	GO:0016301	GO:0006468	GO:0009741	GO:0004672	GO:0048364	GO:0032922	GO:0004714	GO:0043680																															
OQU92509	GO:0009506	GO:0030308	GO:0009723	GO:0005886	GO:0010483	GO:0010118	GO:0050832	GO:0009788	GO:0046777	GO:0005576	GO:0005515	GO:0004674	GO:0009791	GO:0016301	GO:0006468	GO:0009741	GO:0004672	GO:0048364	GO:0032922	GO:0004714	GO:0043680																															
KXG39256	GO:0019438	GO:0005829	GO:0008171	GO:0032259	GO:0008757																																															
EER94773	GO:0005829	GO:0005634	GO:0008171	GO:0019438	GO:0046983	GO:0008757	GO:0032259																																													
KXG39260	GO:0005737	GO:0005886	GO:0003676																																																	
KXG39261	GO:0009507	GO:0005783	GO:0006633	GO:0016020	GO:0102756																																															
KXG39265	GO:0101031	GO:0051879	GO:0009408	GO:0080037	GO:0051085	GO:0005515	GO:0005829	GO:0005634	GO:0010449	GO:0051087	GO:0006457	GO:0009506	GO:0005737	GO:0010628	GO:2000012	GO:0005886																																				
KXG39267	GO:0007015	GO:0051016	GO:0009408	GO:0051015	GO:0030036	GO:0051693	GO:0008290	GO:0000902																																												
EER94780	GO:0009982	GO:0031119	GO:0005634	GO:0003723	GO:1990481	GO:0005737																																														
EER92199	GO:0016053	GO:0004034	GO:0009072	GO:1901565	GO:0042430	GO:0033499	GO:0030246	GO:0006006	GO:1901605	GO:0065003	GO:0009057	GO:0006576	GO:0009416	GO:0005737																																						
